NIVUS	otter

CPU32:	V4.16	23/01/17	FLASH : 8000B	DSP   : (1)V2.06 01/04/16 (4)
date	22.02.2020	c:\otterxxx.txt

		gate min[m]:	 0,125
		gate max[m]:	 0,910

date	time	level    [m]	velocity [m/s]	flowrate [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	

12.03.2020	05:45:00	0,410	0,000	0,000	7,9		80,872	12,717	
12.03.2020	06:00:00	0,408	0,000	0,000	7,8		99,271	12,715	
12.03.2020	06:15:00	0,407	0,000	0,000	7,8		98,282	12,713	
12.03.2020	06:30:00	0,405	0,000	0,000	7,7		80,697	12,715	
12.03.2020	06:45:00	0,403	0,000	0,000	7,7		98,866	12,712	
12.03.2020	07:00:00	0,407	0,000	0,000	7,6		98,358	12,711	
12.03.2020	07:15:00	0,403	0,000	0,000	7,6		81,154	12,712	
12.03.2020	07:30:00	0,409	0,000	0,000	7,5		96,994	12,711	
12.03.2020	07:45:00	0,406	0,000	0,000	7,5		98,300	12,709	
12.03.2020	08:00:00	0,406	0,000	0,000	7,5		88,757	12,712	
12.03.2020	08:15:00	0,409	0,000	0,000	7,5		91,697	12,709	
12.03.2020	08:30:00	0,405	0,000	0,000	7,5		89,335	12,711	
12.03.2020	08:45:00	0,402	0,000	0,000	7,5		91,572	12,710	
12.03.2020	09:00:00	0,405	0,000	0,000	7,5		81,780	12,713	
12.03.2020	09:15:00	0,405	0,000	0,000	7,6		93,039	12,715	
12.03.2020	09:30:00	0,404	0,000	0,000	7,6		91,534	12,714	
12.03.2020	09:45:00	0,407	0,000	0,000	7,7		81,118	12,717	
12.03.2020	10:00:00	0,405	0,000	0,000	7,8		90,992	12,719	
12.03.2020	10:15:00	0,414	0,000	0,000	7,9		81,154	12,721	
12.03.2020	10:30:00	0,407	0,000	0,000	7,9		98,009	12,721	
12.03.2020	10:45:00	0,405	0,000	0,000	8,0		80,943	12,722	
12.03.2020	11:00:00	0,404	0,000	0,000	8,1		97,806	12,723	
12.03.2020	11:15:00	0,410	0,000	0,000	8,2		89,396	12,726	
12.03.2020	11:30:00	0,412	0,000	0,000	8,4		100,473	12,726	
12.03.2020	11:45:00	0,405	0,000	0,000	8,4		97,184	12,725	
12.03.2020	12:00:00	0,405	0,000	0,000	8,4		89,385	12,729	
12.03.2020	12:15:00	0,407	0,000	0,000	8,3		100,442	12,727	
12.03.2020	12:30:00	0,412	0,000	0,000	8,4		99,080	12,726	
12.03.2020	12:45:00	0,402	0,000	0,000	8,5		81,180	12,728	
12.03.2020	13:00:00	0,404	0,000	0,000	8,6		97,466	12,729	
12.03.2020	13:15:00	0,409	0,000	0,000	8,8		98,450	12,729	
12.03.2020	13:30:00	0,405	0,000	0,000	8,8		81,029	12,731	
12.03.2020	13:45:00	0,407	0,000	0,000	8,9		92,846	12,733	
12.03.2020	14:00:00	0,409	0,000	0,000	8,9		88,676	12,734	
12.03.2020	14:15:00	0,406	0,000	0,000	9,0		98,826	12,733	
12.03.2020	14:30:00	0,407	0,000	0,000	9,0		88,394	12,736	
12.03.2020	14:45:00	0,408	0,000	0,000	9,0		97,070	12,735	
12.03.2020	15:00:00	0,407	0,000	0,000	8,9		91,663	12,732	
12.03.2020	15:15:00	0,410	0,000	0,000	9,0		88,748	12,737	
12.03.2020	15:30:00	0,410	0,000	0,000	8,9		102,712	12,733	
12.03.2020	15:45:00	0,407	0,000	0,000	8,9		80,863	12,736	
12.03.2020	16:00:00	0,410	0,000	0,000	8,9		92,786	12,736	
12.03.2020	16:15:00	0,408	0,000	0,000	8,9		96,108	12,735	
12.03.2020	16:30:00	0,409	0,000	0,000	8,9		88,739	12,738	
12.03.2020	16:45:00	0,409	0,000	0,000	8,9		99,346	12,737	
12.03.2020	17:00:00	0,410	0,000	0,000	8,8		95,532	12,737	
12.03.2020	17:15:00	0,408	0,000	0,000	8,7		88,633	12,739	
12.03.2020	17:30:00	0,406	0,000	0,000	8,7		108,188	12,737	
12.03.2020	17:45:00	0,408	0,000	0,000	8,6		93,888	12,734	
12.03.2020	18:00:00	0,411	0,000	0,000	8,5		81,729	12,735	
12.03.2020	18:15:00	0,407	0,000	0,000	8,5		91,996	12,735	
12.03.2020	18:30:00	0,410	0,000	0,000	8,4		99,045	12,732	
12.03.2020	18:45:00	0,405	0,000	0,000	8,3		81,415	12,731	
12.03.2020	19:00:00	0,405	0,000	0,000	8,3		89,702	12,731	
12.03.2020	19:15:00	0,407	0,000	0,000	8,2		92,113	12,726	
12.03.2020	19:30:00	0,404	0,000	0,000	8,1		89,528	12,728	
12.03.2020	19:45:00	0,409	0,000	0,000	8,1		100,138	12,727	
12.03.2020	20:00:00	0,410	0,000	0,000	8,0		92,006	12,724	
12.03.2020	20:15:00	0,409	0,000	0,000	7,9		81,250	12,723	
12.03.2020	20:30:00	0,410	0,000	0,000	7,9		96,746	12,723	
12.03.2020	20:45:00	0,405	0,000	0,000	7,9		88,814	12,724	
12.03.2020	21:00:00	0,407	0,000	0,000	7,8		99,340	12,721	
12.03.2020	21:15:00	0,409	0,000	0,000	7,8		89,593	12,723	
12.03.2020	21:30:00	0,407	0,000	0,000	7,7		89,903	12,720	
12.03.2020	21:45:00	0,403	0,000	0,000	7,7		98,580	12,719	
12.03.2020	22:00:00	0,412	0,000	0,000	7,7		81,207	12,720	
12.03.2020	22:15:00	0,408	0,000	0,000	7,6		94,257	12,719	
12.03.2020	22:30:00	0,404	0,000	0,000	7,6		88,855	12,719	
12.03.2020	22:45:00	0,401	0,000	0,000	7,6		99,469	12,714	
12.03.2020	23:00:00	0,405	0,000	0,000	7,5		88,770	12,718	
12.03.2020	23:15:00	0,406	0,000	0,000	7,5		93,479	12,715	
12.03.2020	23:30:00	0,405	0,000	0,000	7,5		89,096	12,716	
12.03.2020	23:45:00	0,402	0,000	0,000	7,4		91,198	12,713	
13.03.2020	00:00:00	0,404	0,000	0,000	7,4		88,729	12,716	
13.03.2020	00:15:00	0,409	0,000	0,000	7,4		81,009	12,714	
13.03.2020	00:30:00	0,411	0,000	0,000	7,3		94,590	12,713	
13.03.2020	00:45:00	0,407	0,000	0,000	7,3		90,454	12,712	
13.03.2020	01:00:00	0,413	0,000	0,000	7,3		98,678	12,712	
13.03.2020	01:15:00	0,407	0,000	0,000	7,2		91,292	12,710	
13.03.2020	01:30:00	0,412	0,000	0,000	7,2		98,921	12,711	
13.03.2020	01:45:00	0,403	0,000	0,000	7,2		90,559	12,710	
13.03.2020	02:00:00	0,409	0,000	0,000	7,2		99,257	12,711	
13.03.2020	02:15:00	0,406	0,000	0,000	7,1		81,243	12,710	
13.03.2020	02:30:00	0,413	0,000	0,000	7,1		98,076	12,710	
13.03.2020	02:45:00	0,406	0,000	0,000	7,1		81,281	12,710	
13.03.2020	03:00:00	0,410	0,000	0,000	7,1		94,494	12,709	
13.03.2020	03:15:00	0,406	0,000	0,000	7,0		81,089	12,708	
13.03.2020	03:30:00	0,404	0,000	0,000	7,0		94,411	12,708	
13.03.2020	03:45:00	0,406	0,000	0,000	7,0		90,380	12,706	
13.03.2020	04:00:00	0,407	0,000	0,000	7,0		98,962	12,707	
13.03.2020	04:15:00	0,412	0,000	0,000	7,0		90,125	12,706	
13.03.2020	04:30:00	0,406	0,000	0,000	6,9		95,666	12,706	
13.03.2020	04:45:00	0,408	0,000	0,000	6,9		81,333	12,706	
13.03.2020	05:00:00	0,408	0,000	0,000	6,9		97,450	12,706	
13.03.2020	05:15:00	0,407	0,000	0,000	6,9		89,792	12,704	
13.03.2020	05:30:00	0,403	0,000	0,000	6,8		98,752	12,705	
13.03.2020	05:45:00	0,406	0,000	0,000	6,8		81,827	12,704	
13.03.2020	06:00:00	0,405	0,000	0,000	6,8		85,630	12,704	
13.03.2020	06:15:00	0,404	0,000	0,000	6,8		82,335	12,703	
13.03.2020	06:30:00	0,408	0,000	0,000	6,7		94,154	12,704	
13.03.2020	06:45:00	0,410	0,000	0,000	6,7		91,024	12,702	
13.03.2020	07:00:00	0,409	0,000	0,000	6,7		97,238	12,703	
13.03.2020	07:15:00	0,405	0,000	0,000	6,7		91,608	12,702	
13.03.2020	07:30:00	0,406	0,000	0,000	6,7		92,167	12,703	
13.03.2020	07:45:00	0,403	0,000	0,000	6,7		91,898	12,701	
13.03.2020	08:00:00	0,406	0,000	0,000	6,7		99,313	12,703	
13.03.2020	08:15:00	0,408	0,000	0,000	6,7		91,509	12,702	
13.03.2020	08:30:00	0,405	0,000	0,000	6,7		91,902	12,704	
13.03.2020	08:45:00	0,402	0,000	0,000	6,8		91,039	12,703	
13.03.2020	09:00:00	0,408	0,000	0,000	6,8		97,830	12,706	
13.03.2020	09:15:00	0,408	0,000	0,000	6,9		91,583	12,705	
13.03.2020	09:30:00	0,404	0,000	0,000	7,0		95,071	12,708	
13.03.2020	09:45:00	0,405	0,000	0,000	7,0		90,977	12,708	
13.03.2020	10:00:00	0,405	0,000	0,000	7,2		98,883	12,710	
13.03.2020	10:15:00	0,412	0,000	0,000	7,3		90,174	12,711	
13.03.2020	10:30:00	0,000	0,000	0,000	8,2		104,460	12,723	
13.03.2020	10:45:00	0,000	0,000	0,000	8,7		118,429	12,732	
13.03.2020	11:00:00	0,000	0,000	0,000	9,7		92,802	12,744	
13.03.2020	11:15:00	0,000	0,000	0,000	10,9		110,197	12,744	
13.03.2020	11:30:00	0,000	0,000	0,000	11,6		128,743	12,742	
13.03.2020	11:45:00	0,000	0,000	0,000	12,5		100,430	12,749	
13.03.2020	12:00:00	0,000	0,000	0,000	13,2		93,089	12,754	
13.03.2020	12:15:00	0,000	0,000	0,000	13,5		112,242	12,753	
13.03.2020	12:30:00	0,000	0,000	0,000	13,8		118,608	12,753	
13.03.2020	12:45:00	0,000	0,000	0,000	14,3		90,751	12,760	
13.03.2020	13:00:00	0,000	0,000	0,000	14,7		93,665	12,762	
