NIVUS	otter

CPU32:	V4.16	23/01/17	FLASH : 8000B	DSP   : (1)V2.06 01/04/16 (4)
date	11.12.2019	c:\otterxxx.txt

		gate min[m]:	 0,125
		gate max[m]:	 0,910

date	time	level    [m]	velocity [m/s]	flowrate [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	

10.12.2019	10:45:00	0,229	0,299	115,978	7,7		100,747	12,695	
10.12.2019	11:00:00	0,226	0,233	88,829	7,8		107,355	12,877	
10.12.2019	11:15:00	0,228	0,168	64,722	7,8		116,583	12,901	
10.12.2019	11:30:00	0,226	0,195	74,472	7,9		91,581	12,909	
10.12.2019	11:45:00	0,228	0,271	104,553	7,9		88,765	12,914	
10.12.2019	12:00:00	0,228	0,314	121,182	8,0		71,604	12,923	
10.12.2019	12:15:00	0,227	0,329	126,364	8,0		92,100	12,917	
10.12.2019	12:30:00	0,227	0,143	55,016	8,1		68,241	12,913	
10.12.2019	12:45:00	0,232	0,218	85,613	8,1		82,262	12,914	
10.12.2019	13:00:00	0,231	0,233	91,204	8,2		75,726	12,918	
10.12.2019	13:15:00	0,228	0,345	132,925	8,2		100,868	12,905	
10.12.2019	13:30:00	0,230	0,205	79,938	8,3		79,543	12,910	
10.12.2019	13:45:00	0,229	0,407	157,779	8,3		121,559	12,903	
10.12.2019	14:00:00	0,228	0,292	112,807	8,4		79,802	12,908	
10.12.2019	14:15:00	0,228	0,216	83,433	8,5		86,166	12,912	
10.12.2019	14:30:00	0,228	0,262	100,860	8,5		108,525	12,909	
10.12.2019	14:45:00	0,232	0,290	114,255	8,6		104,199	12,903	
10.12.2019	15:00:00	0,232	0,259	101,980	8,6		88,879	12,906	
10.12.2019	15:15:00	0,233	0,282	111,404	8,7		99,138	12,898	
10.12.2019	15:30:00	0,229	0,251	97,403	8,7		96,492	12,909	
10.12.2019	15:45:00	0,233	0,382	151,195	8,7		65,385	12,915	
10.12.2019	16:00:00	0,232	0,258	101,451	8,8		88,187	12,912	
10.12.2019	16:15:00	0,232	0,435	171,100	8,8		71,965	12,912	
10.12.2019	16:30:00	0,237	0,369	148,724	8,8		70,803	12,909	
10.12.2019	16:45:00	0,237	0,358	144,314	8,9		86,404	12,899	
10.12.2019	17:00:00	0,231	0,379	148,551	8,9		79,682	12,898	
10.12.2019	17:15:00	0,233	0,298	117,666	8,9		86,183	12,898	
10.12.2019	17:30:00	0,241	0,131	53,792	8,9		86,232	12,896	
10.12.2019	17:45:00	0,243	0,257	106,487	8,9		79,566	12,903	
10.12.2019	18:00:00	0,248	0,284	120,706	8,8		75,664	12,905	
10.12.2019	18:15:00	0,240	0,245	100,036	8,8		76,030	12,907	
10.12.2019	18:30:00	0,247	0,339	143,443	8,7		78,962	12,901	
10.12.2019	18:45:00	0,249	0,330	140,932	8,7		72,923	12,900	
10.12.2019	19:00:00	0,253	0,312	135,518	8,7		78,774	12,899	
10.12.2019	19:15:00	0,255	0,294	129,162	8,7		85,411	12,900	
10.12.2019	19:30:00	0,244	0,330	137,542	8,7		100,650	12,900	
10.12.2019	19:45:00	0,246	0,350	147,172	8,7		72,041	12,900	
10.12.2019	20:00:00	0,252	0,410	177,373	8,6		69,638	12,897	
10.12.2019	20:15:00	0,251	0,343	147,698	8,6		86,165	12,896	
10.12.2019	20:30:00	0,254	0,339	148,085	8,6		89,845	12,893	
10.12.2019	20:45:00	0,243	0,281	116,393	8,5		69,516	12,900	
10.12.2019	21:00:00	0,259	0,388	173,397	8,4		76,977	12,897	
10.12.2019	21:15:00	0,257	0,325	144,055	8,3		70,500	12,896	
10.12.2019	21:30:00	0,254	0,328	143,089	8,3		78,966	12,884	
10.12.2019	21:45:00	0,243	0,310	128,661	8,2		72,229	12,891	
10.12.2019	22:00:00	0,244	0,332	138,236	8,2		99,328	12,888	
10.12.2019	22:15:00	0,247	0,318	134,467	8,1		78,437	12,881	
10.12.2019	22:30:00	0,246	0,284	119,382	8,0		67,732	12,886	
10.12.2019	22:45:00	0,243	0,341	141,408	7,9		77,029	12,884	
10.12.2019	23:00:00	0,248	0,411	174,779	7,9		76,098	12,886	
10.12.2019	23:15:00	0,247	0,310	131,205	7,8		70,951	12,882	
10.12.2019	23:30:00	0,242	0,314	129,525	7,8		72,390	12,883	
10.12.2019	23:45:00	0,239	0,245	99,915	7,7		80,754	12,879	
11.12.2019	00:00:00	0,246	0,280	117,699	7,7		71,611	12,877	
11.12.2019	00:15:00	0,233	0,347	137,024	7,6		74,833	12,876	
11.12.2019	00:30:00	0,236	0,343	137,765	7,6		68,758	12,868	
11.12.2019	00:45:00	0,241	0,327	134,480	7,5		86,202	12,867	
11.12.2019	01:00:00	0,249	0,284	121,063	7,5		81,554	12,860	
11.12.2019	01:15:00	0,236	0,250	100,146	7,4		95,080	12,857	
11.12.2019	01:30:00	0,229	0,318	123,172	7,4		98,834	12,854	
11.12.2019	01:45:00	0,236	0,294	117,864	7,3		80,785	12,860	
11.12.2019	02:00:00	0,236	0,298	119,482	7,3		70,131	12,861	
11.12.2019	02:15:00	0,235	0,263	105,026	7,3		84,948	12,853	
11.12.2019	02:30:00	0,234	0,240	95,264	7,2		93,787	12,851	
11.12.2019	02:45:00	0,234	0,221	87,807	7,1		90,911	12,851	
11.12.2019	03:00:00	0,235	0,281	112,245	7,1		70,794	12,863	
11.12.2019	03:15:00	0,230	0,283	110,418	7,0		73,158	12,862	
11.12.2019	03:30:00	0,231	0,331	129,665	6,9		81,292	12,857	
11.12.2019	03:45:00	0,237	0,332	133,919	6,9		76,605	12,856	
11.12.2019	04:00:00	0,229	0,311	120,620	6,8		75,371	12,854	
11.12.2019	04:15:00	0,237	0,335	134,951	6,8		87,411	12,838	
11.12.2019	04:30:00	0,234	0,246	97,902	6,7		80,875	12,839	
11.12.2019	04:45:00	0,232	0,306	120,362	6,7		97,437	12,842	
11.12.2019	05:00:00	0,232	0,233	91,656	6,6		91,310	12,835	
11.12.2019	05:15:00	0,232	0,000	0,000	6,6		83,765	12,823	
11.12.2019	05:30:00	0,237	0,000	0,000	6,5		100,772	12,815	
11.12.2019	05:45:00	0,229	0,253	97,992	6,5		93,057	12,823	
11.12.2019	06:00:00	0,233	0,334	132,090	6,5		82,217	12,828	
11.12.2019	06:15:00	0,231	0,269	105,486	6,5		71,401	12,834	
11.12.2019	06:30:00	0,228	0,248	95,775	6,5		73,535	12,838	
11.12.2019	06:45:00	0,230	0,257	100,227	6,5		89,827	12,838	
11.12.2019	07:00:00	0,232	0,313	123,006	6,5		67,807	12,844	
11.12.2019	07:15:00	0,231	0,297	116,403	6,5		75,932	12,833	
11.12.2019	07:30:00	0,225	0,318	120,770	6,4		68,183	12,839	
11.12.2019	07:45:00	0,227	0,270	103,523	6,4		70,609	12,834	
11.12.2019	08:00:00	0,224	0,266	100,632	6,4		94,816	12,820	
11.12.2019	08:15:00	0,228	0,299	115,276	6,4		82,995	12,818	
11.12.2019	08:30:00	0,231	0,300	117,513	6,4		85,006	12,826	
11.12.2019	08:45:00	0,230	0,280	109,202	6,4		96,075	12,832	
11.12.2019	09:00:00	0,229	0,200	77,476	6,4		84,532	12,836	
11.12.2019	09:15:00	0,228	0,231	88,956	6,4		71,851	12,839	
11.12.2019	09:30:00	0,227	0,304	116,786	6,5		83,193	12,831	
11.12.2019	09:45:00	0,227	0,252	96,523	6,6		65,241	12,836	
11.12.2019	10:00:00	0,228	0,256	98,638	6,6		85,720	12,836	
11.12.2019	10:15:00	0,235	0,259	103,492	6,7		70,591	12,837	
11.12.2019	10:30:00	0,232	0,246	96,692	6,6		82,133	12,832	
11.12.2019	10:45:00	0,230	0,335	130,426	6,6		83,589	12,826	
11.12.2019	11:00:00	0,230	0,370	144,169	6,7		77,235	12,836	
11.12.2019	11:15:00	0,228	0,323	124,532	6,7		93,021	12,835	
11.12.2019	11:30:00	0,231	0,255	99,974	6,8		86,190	12,845	
11.12.2019	11:45:00	0,231	0,252	98,470	6,8		70,900	12,850	
11.12.2019	12:00:00	0,230	0,265	103,094	6,9		79,458	12,848	
11.12.2019	12:15:00	0,230	0,238	92,872	6,9		88,142	12,832	
11.12.2019	12:30:00	0,232	0,298	117,239	7,0		86,722	12,837	
11.12.2019	12:45:00	0,231	0,311	121,866	7,0		109,341	12,833	
11.12.2019	13:00:00	0,231	0,370	144,949	7,0		70,989	12,849	
11.12.2019	13:15:00	0,229	0,284	110,148	7,0		87,638	12,842	
11.12.2019	13:30:00	0,230	0,147	57,144	7,0		75,207	12,852	
11.12.2019	13:45:00	0,232	0,212	83,473	7,0		99,902	12,839	
11.12.2019	14:00:00	0,228	0,268	103,357	7,0		80,662	12,834	
11.12.2019	14:15:00	0,230	0,340	132,514	7,0		64,965	12,853	
11.12.2019	14:30:00	0,231	0,334	130,793	6,9		76,573	12,854	
11.12.2019	14:45:00	0,227	0,309	118,505	6,9		72,751	12,860	
11.12.2019	15:00:00	0,231	0,323	126,533	7,0		80,854	12,849	
11.12.2019	15:15:00	0,232	0,283	111,272	7,0		73,127	12,857	
11.12.2019	15:30:00	0,231	0,332	129,815	6,9		82,317	12,854	
11.12.2019	15:45:00	0,230	0,249	96,861	6,9		73,501	12,861	
11.12.2019	16:00:00	0,233	0,000	0,000	6,8		87,897	12,841	
11.12.2019	16:15:00	0,234	0,296	117,673	6,8		103,078	12,845	
11.12.2019	16:30:00	0,233	0,330	130,319	6,8		73,786	12,855	
11.12.2019	16:45:00	0,229	0,299	116,009	6,8		83,905	12,849	
11.12.2019	17:00:00	0,230	0,305	118,676	6,7		72,945	12,853	
11.12.2019	17:15:00	0,231	0,376	147,079	6,7		78,969	12,856	
11.12.2019	17:30:00	0,228	0,000	0,000	6,6		79,136	12,838	
11.12.2019	17:45:00	0,231	0,000	0,000	6,6		82,841	12,829	
11.12.2019	18:00:00	0,233	0,251	99,194	6,6		86,705	12,838	
11.12.2019	18:15:00	0,230	0,360	140,429	6,6		94,737	12,844	
11.12.2019	18:30:00	0,229	0,348	134,867	6,5		91,351	12,842	
11.12.2019	18:45:00	0,235	0,356	142,206	6,5		75,577	12,843	
11.12.2019	19:00:00	0,229	0,366	141,871	6,5		85,895	12,846	
11.12.2019	19:15:00	0,229	0,329	127,638	6,4		73,951	12,849	
11.12.2019	19:30:00	0,228	0,271	104,414	6,4		74,350	12,844	
11.12.2019	19:45:00	0,230	0,303	118,084	6,4		79,354	12,840	
11.12.2019	20:00:00	0,232	0,300	118,221	6,4		93,491	12,837	
11.12.2019	20:15:00	0,228	0,300	115,769	6,3		85,440	12,840	
11.12.2019	20:30:00	0,231	0,259	101,383	6,3		79,175	12,849	
11.12.2019	20:45:00	0,230	0,385	150,091	6,3		85,212	12,847	
11.12.2019	21:00:00	0,228	0,332	127,926	6,3		71,259	12,850	
11.12.2019	21:15:00	0,232	0,338	132,889	6,2		68,498	12,848	
11.12.2019	21:30:00	0,227	0,326	125,198	6,2		82,694	12,840	
11.12.2019	21:45:00	0,226	0,306	116,748	6,1		70,693	12,842	
11.12.2019	22:00:00	0,227	0,264	101,313	6,1		82,971	12,845	
11.12.2019	22:15:00	0,228	0,269	103,674	6,1		98,195	12,842	
11.12.2019	22:30:00	0,222	0,296	110,862	6,0		95,285	12,837	
11.12.2019	22:45:00	0,224	0,258	97,699	6,0		78,180	12,836	
11.12.2019	23:00:00	0,223	0,325	122,382	6,0		88,757	12,830	
11.12.2019	23:15:00	0,232	0,210	82,717	6,0		69,542	12,826	
11.12.2019	23:30:00	0,226	0,220	83,941	5,9		88,795	12,824	
11.12.2019	23:45:00	0,229	0,220	85,216	5,9		80,559	12,821	
12.12.2019	00:00:00	0,226	0,235	89,623	5,9		92,102	12,822	
12.12.2019	00:15:00	0,224	0,338	127,605	5,9		80,212	12,826	
12.12.2019	00:30:00	0,228	0,311	119,780	5,9		69,628	12,832	
12.12.2019	00:45:00	0,230	0,344	134,165	5,9		69,875	12,835	
12.12.2019	01:00:00	0,227	0,254	97,536	5,9		95,972	12,827	
12.12.2019	01:15:00	0,227	0,263	101,067	5,8		92,150	12,821	
12.12.2019	01:30:00	0,225	0,247	93,802	5,8		69,655	12,833	
12.12.2019	01:45:00	0,227	0,248	95,050	5,8		89,649	12,824	
12.12.2019	02:00:00	0,224	0,350	132,171	5,8		73,851	12,829	
12.12.2019	02:15:00	0,225	0,312	118,651	5,8		113,824	12,820	
12.12.2019	02:30:00	0,224	0,402	151,916	5,8		98,649	12,816	
12.12.2019	02:45:00	0,228	0,307	118,361	5,9		86,640	12,813	
12.12.2019	03:00:00	0,224	0,326	123,190	5,9		76,609	12,821	
12.12.2019	03:15:00	0,230	0,304	118,365	5,9		70,716	12,829	
12.12.2019	03:30:00	0,227	0,265	101,804	5,8		66,473	12,834	
12.12.2019	03:45:00	0,228	0,230	88,863	5,9		86,830	12,830	
12.12.2019	04:00:00	0,226	0,287	109,509	5,9		84,703	12,819	
12.12.2019	04:15:00	0,226	0,353	134,709	6,0		84,724	12,830	
12.12.2019	04:30:00	0,229	0,260	100,721	6,0		104,121	12,814	
12.12.2019	04:45:00	0,229	0,198	76,905	6,0		80,518	12,824	
12.12.2019	05:00:00	0,226	0,257	98,090	6,1		73,363	12,836	
12.12.2019	05:15:00	0,227	0,278	106,593	6,1		91,135	12,829	
12.12.2019	05:30:00	0,225	0,243	92,149	6,1		86,937	12,829	
12.12.2019	05:45:00	0,228	0,172	66,277	6,1		72,509	12,837	
12.12.2019	06:00:00	0,228	0,165	63,778	6,2		89,589	12,824	
12.12.2019	06:15:00	0,223	0,177	66,666	6,2		68,902	12,830	
12.12.2019	06:30:00	0,228	0,236	90,838	6,3		71,078	12,843	
12.12.2019	06:45:00	0,230	0,210	81,976	6,3		105,453	12,837	
12.12.2019	07:00:00	0,232	0,260	102,484	6,3		100,085	12,838	
12.12.2019	07:15:00	0,227	0,306	117,277	6,4		68,623	12,847	
12.12.2019	07:30:00	0,230	0,315	122,572	6,4		70,183	12,850	
12.12.2019	07:45:00	0,231	0,274	107,240	6,5		77,975	12,838	
12.12.2019	08:00:00	0,231	0,236	92,457	6,5		78,467	12,846	
12.12.2019	08:15:00	0,231	0,252	98,470	6,5		94,908	12,842	
12.12.2019	08:30:00	0,236	0,310	124,181	6,6		83,321	12,849	
12.12.2019	08:45:00	0,235	0,325	129,787	6,6		70,275	12,858	
12.12.2019	09:00:00	0,235	0,354	141,330	6,7		92,741	12,858	
12.12.2019	09:15:00	0,237	0,334	134,500	6,7		73,744	12,852	
12.12.2019	09:30:00	0,237	0,358	144,273	6,8		82,142	12,853	
12.12.2019	09:45:00	0,236	0,337	135,325	6,8		120,318	12,853	
12.12.2019	10:00:00	0,238	0,303	122,771	6,9		78,285	12,862	
12.12.2019	10:15:00	0,236	0,329	131,923	6,9		73,621	12,866	
12.12.2019	10:30:00	0,238	0,283	114,684	7,0		75,528	12,859	
12.12.2019	10:45:00	0,237	0,271	109,245	7,0		80,651	12,864	
12.12.2019	11:00:00	0,242	0,258	106,644	7,1		72,825	12,866	
12.12.2019	11:15:00	0,245	0,205	85,764	7,1		111,754	12,858	
12.12.2019	11:30:00	0,234	0,332	131,723	7,2		70,979	12,866	
12.12.2019	11:45:00	0,237	0,344	138,564	7,3		71,901	12,870	
12.12.2019	12:00:00	0,244	0,343	143,145	7,3		73,003	12,869	
12.12.2019	12:15:00	0,238	0,362	146,560	7,4		96,064	12,864	
12.12.2019	12:30:00	0,250	0,295	126,522	7,4		91,194	12,861	
12.12.2019	12:45:00	0,239	0,307	125,057	7,5		71,643	12,872	
12.12.2019	13:00:00	0,250	0,350	150,092	7,5		90,539	12,856	
12.12.2019	13:15:00	0,249	0,377	160,802	7,6		67,029	12,868	
12.12.2019	13:30:00	0,247	0,319	135,061	7,6		80,779	12,864	
12.12.2019	13:45:00	0,246	0,311	130,896	7,6		79,366	12,868	
12.12.2019	14:00:00	0,243	0,295	122,421	7,7		71,140	12,872	
12.12.2019	14:15:00	0,244	0,399	166,391	7,7		73,519	12,876	
12.12.2019	14:30:00	0,245	0,000	0,000	7,7		89,336	12,857	
12.12.2019	14:45:00	0,241	0,310	127,543	7,8		79,563	12,855	
12.12.2019	15:00:00	0,240	0,358	146,470	7,7		69,071	12,870	
12.12.2019	15:15:00	0,246	0,292	122,978	7,7		79,955	12,862	
12.12.2019	15:30:00	0,240	0,334	136,457	7,7		100,943	12,862	
12.12.2019	15:45:00	0,245	0,312	130,685	7,7		88,930	12,869	
12.12.2019	16:00:00	0,246	0,296	124,755	7,7		71,398	12,871	
12.12.2019	16:15:00	0,241	0,277	113,766	7,7		75,376	12,872	
12.12.2019	16:30:00	0,241	0,302	124,156	7,6		84,336	12,869	
12.12.2019	16:45:00	0,237	0,279	112,373	7,6		84,955	12,873	
12.12.2019	17:00:00	0,235	0,330	131,602	7,6		68,178	12,877	
12.12.2019	17:15:00	0,237	0,318	128,224	7,6		70,674	12,876	
12.12.2019	17:30:00	0,236	0,289	116,092	7,6		70,055	12,874	
12.12.2019	17:45:00	0,242	0,292	120,520	7,5		89,272	12,870	
12.12.2019	18:00:00	0,242	0,335	138,439	7,5		96,624	12,864	
12.12.2019	18:15:00	0,236	0,391	157,024	7,5		76,075	12,872	
12.12.2019	18:30:00	0,232	0,318	125,020	7,5		87,934	12,863	
12.12.2019	18:45:00	0,237	0,319	128,694	7,5		90,518	12,857	
12.12.2019	19:00:00	0,246	0,350	147,460	7,5		69,967	12,853	
12.12.2019	19:15:00	0,234	0,294	116,720	7,5		74,060	12,863	
12.12.2019	19:30:00	0,227	0,237	91,071	7,5		63,825	12,872	
12.12.2019	19:45:00	0,231	0,263	102,980	7,5		65,914	12,867	
12.12.2019	20:00:00	0,232	0,331	130,308	7,5		82,892	12,859	
12.12.2019	20:15:00	0,236	0,329	131,987	7,6		70,666	12,863	
12.12.2019	20:30:00	0,230	0,330	128,524	7,5		76,286	12,863	
12.12.2019	20:45:00	0,238	0,334	135,346	7,5		107,054	12,859	
12.12.2019	21:00:00	0,231	0,311	121,772	7,5		84,655	12,858	
12.12.2019	21:15:00	0,230	0,317	123,663	7,5		73,369	12,867	
12.12.2019	21:30:00	0,236	0,300	120,560	7,5		74,463	12,869	
12.12.2019	21:45:00	0,230	0,303	118,178	7,5		97,962	12,858	
12.12.2019	22:00:00	0,232	0,262	102,987	7,5		78,729	12,862	
12.12.2019	22:15:00	0,238	0,264	107,084	7,4		96,068	12,859	
12.12.2019	22:30:00	0,238	0,247	99,954	7,4		72,532	12,867	
12.12.2019	22:45:00	0,244	0,324	134,874	7,4		84,346	12,850	
12.12.2019	23:00:00	0,239	0,314	127,792	7,4		67,998	12,857	
12.12.2019	23:15:00	0,235	0,301	120,102	7,3		110,715	12,855	
12.12.2019	23:30:00	0,236	0,295	118,442	7,3		78,706	12,864	
12.12.2019	23:45:00	0,232	0,293	115,254	7,3		69,558	12,864	
13.12.2019	00:00:00	0,234	0,265	105,181	7,2		87,938	12,864	
13.12.2019	00:15:00	0,237	0,268	107,987	7,2		66,691	12,863	
13.12.2019	00:30:00	0,238	0,345	139,883	7,1		92,355	12,857	
13.12.2019	00:45:00	0,244	0,348	144,946	7,0		110,482	12,850	
13.12.2019	01:00:00	0,238	0,325	131,716	7,0		85,847	12,859	
13.12.2019	01:15:00	0,234	0,322	127,845	7,0		65,735	12,865	
13.12.2019	01:30:00	0,237	0,231	93,021	6,9		84,570	12,858	
13.12.2019	01:45:00	0,241	0,264	108,584	6,9		94,854	12,850	
13.12.2019	02:00:00	0,236	0,337	135,069	6,9		81,241	12,851	
13.12.2019	02:15:00	0,243	0,300	124,678	6,9		90,718	12,848	
13.12.2019	02:30:00	0,237	0,302	121,865	6,9		81,411	12,853	
13.12.2019	02:45:00	0,242	0,335	138,459	6,9		91,091	12,842	
13.12.2019	03:00:00	0,235	0,344	137,319	6,9		68,374	12,853	
13.12.2019	03:15:00	0,237	0,292	117,663	6,8		87,090	12,847	
13.12.2019	03:30:00	0,244	0,349	145,324	6,8		66,367	12,858	
13.12.2019	03:45:00	0,233	0,307	121,462	6,7		76,446	12,852	
13.12.2019	04:00:00	0,240	0,293	119,768	6,7		73,426	12,851	
13.12.2019	04:15:00	0,236	0,237	95,139	6,7		68,279	12,855	
13.12.2019	04:30:00	0,238	0,241	97,491	6,6		93,546	12,845	
13.12.2019	04:45:00	0,239	0,256	104,019	6,6		73,702	12,852	
13.12.2019	05:00:00	0,234	0,255	101,462	6,6		76,512	12,846	
13.12.2019	05:15:00	0,237	0,249	100,504	6,5		92,979	12,850	
13.12.2019	05:30:00	0,242	0,245	101,226	6,5		67,181	12,853	
13.12.2019	05:45:00	0,239	0,338	137,693	6,4		86,409	12,841	
13.12.2019	06:00:00	0,238	0,308	124,845	6,4		65,401	12,851	
13.12.2019	06:15:00	0,239	0,277	112,942	6,4		81,541	12,844	
13.12.2019	06:30:00	0,237	0,251	101,149	6,4		82,885	12,837	
13.12.2019	06:45:00	0,237	0,207	83,474	6,3		83,381	12,840	
13.12.2019	07:00:00	0,243	0,317	131,715	6,3		75,935	12,835	
13.12.2019	07:15:00	0,235	0,336	134,285	6,3		80,754	12,842	
13.12.2019	07:30:00	0,232	0,242	95,087	6,3		76,702	12,841	
13.12.2019	07:45:00	0,234	0,363	144,056	6,2		71,689	12,845	
13.12.2019	08:00:00	0,236	0,373	149,545	6,2		77,273	12,841	
13.12.2019	08:15:00	0,239	0,333	135,608	6,2		85,613	12,828	
13.12.2019	08:30:00	0,233	0,310	122,506	6,2		85,150	12,839	
13.12.2019	08:45:00	0,227	0,292	112,119	6,1		85,167	12,839	
13.12.2019	09:00:00	0,235	0,280	111,712	6,2		71,513	12,846	
13.12.2019	09:15:00	0,235	0,257	102,470	6,2		94,510	12,832	
13.12.2019	09:30:00	0,230	0,000	0,000	6,2		94,945	12,825	
13.12.2019	09:45:00	0,232	0,268	105,505	6,2		69,309	12,841	
13.12.2019	10:00:00	0,234	0,338	134,138	6,2		70,448	12,835	
13.12.2019	10:15:00	0,225	0,269	102,118	6,2		83,528	12,833	
13.12.2019	10:30:00	0,230	0,335	130,581	6,3		68,303	12,842	
13.12.2019	10:45:00	0,234	0,295	117,406	6,3		87,951	12,840	
13.12.2019	11:00:00	0,229	0,262	101,465	6,4		68,470	12,845	
13.12.2019	11:15:00	0,237	0,241	97,021	6,4		70,302	12,841	
13.12.2019	11:30:00	0,235	0,237	94,549	6,5		90,979	12,847	
13.12.2019	11:45:00	0,235	0,320	127,947	6,5		74,112	12,850	
13.12.2019	12:00:00	0,232	0,321	126,248	6,6		91,364	12,839	
13.12.2019	12:15:00	0,234	0,364	144,691	6,6		106,987	12,831	
13.12.2019	12:30:00	0,229	0,313	121,163	6,6		94,523	12,844	
13.12.2019	12:45:00	0,232	0,250	98,392	6,6		113,463	12,829	
13.12.2019	13:00:00	0,231	0,263	102,793	6,7		72,633	12,843	
13.12.2019	13:15:00	0,230	0,262	102,097	6,7		82,809	12,846	
13.12.2019	13:30:00	0,231	0,278	108,869	6,7		75,508	12,845	
13.12.2019	13:45:00	0,230	0,300	116,931	6,7		80,421	12,844	
13.12.2019	14:00:00	0,232	0,310	121,891	6,7		83,300	12,847	
13.12.2019	14:15:00	0,227	0,296	113,470	6,7		79,705	12,840	
13.12.2019	14:30:00	0,235	0,246	98,382	6,7		86,293	12,842	
13.12.2019	14:45:00	0,229	0,293	113,621	6,7		77,392	12,852	
13.12.2019	15:00:00	0,225	0,335	127,161	6,7		70,874	12,854	
13.12.2019	15:15:00	0,232	0,255	100,375	6,7		75,384	12,852	
13.12.2019	15:30:00	0,228	0,000	0,000	6,7		103,384	12,835	
13.12.2019	15:45:00	0,230	0,222	86,639	6,7		97,996	12,833	
13.12.2019	16:00:00	0,230	0,237	92,373	6,6		92,547	12,838	
13.12.2019	16:15:00	0,230	0,211	82,089	6,6		70,012	12,851	
13.12.2019	16:30:00	0,231	0,317	123,981	6,6		83,307	12,854	
13.12.2019	16:45:00	0,229	0,000	0,000	6,7		78,010	12,835	
13.12.2019	17:00:00	0,229	0,276	106,923	6,7		98,942	12,840	
13.12.2019	17:15:00	0,230	0,318	123,974	6,7		88,483	12,844	
13.12.2019	17:30:00	0,230	0,289	112,568	6,7		92,067	12,844	
13.12.2019	17:45:00	0,227	0,311	119,180	6,7		87,562	12,845	
13.12.2019	18:00:00	0,228	0,227	87,429	6,7		110,109	12,847	
13.12.2019	18:15:00	0,225	0,260	98,592	6,7		95,679	12,847	
13.12.2019	18:30:00	0,229	0,307	119,141	6,7		70,045	12,854	
13.12.2019	18:45:00	0,224	0,310	117,324	6,8		74,337	12,853	
13.12.2019	19:00:00	0,224	0,321	121,436	6,8		82,187	12,839	
13.12.2019	19:15:00	0,230	0,348	135,680	6,8		95,006	12,841	
13.12.2019	19:30:00	0,229	0,360	139,669	6,9		90,017	12,831	
13.12.2019	19:45:00	0,231	0,315	123,151	6,9		75,144	12,840	
13.12.2019	20:00:00	0,230	0,280	109,202	6,9		78,175	12,839	
13.12.2019	20:15:00	0,233	0,245	96,917	6,9		69,282	12,850	
13.12.2019	20:30:00	0,231	0,307	120,175	6,9		71,757	12,854	
13.12.2019	20:45:00	0,236	0,323	129,676	7,0		79,702	12,856	
13.12.2019	21:00:00	0,233	0,306	120,798	7,0		92,039	12,843	
13.12.2019	21:15:00	0,235	0,270	107,613	7,0		67,263	12,846	
13.12.2019	21:30:00	0,231	0,282	110,497	7,1		75,661	12,855	
13.12.2019	21:45:00	0,228	0,321	123,721	7,1		91,060	12,845	
13.12.2019	22:00:00	0,230	0,248	96,594	7,2		70,080	12,856	
13.12.2019	22:15:00	0,227	0,348	133,610	7,2		76,800	12,853	
13.12.2019	22:30:00	0,231	0,295	115,308	7,2		106,213	12,840	
13.12.2019	22:45:00	0,236	0,250	100,146	7,2		77,966	12,850	
13.12.2019	23:00:00	0,232	0,306	120,236	7,2		79,308	12,855	
13.12.2019	23:15:00	0,232	0,404	159,139	7,2		74,962	12,859	
13.12.2019	23:30:00	0,229	0,483	187,400	7,2		74,880	12,859	
13.12.2019	23:45:00	0,230	0,378	147,223	7,2		83,549	12,859	
14.12.2019	00:00:00	0,230	0,348	135,755	7,2		93,109	12,854	
14.12.2019	00:15:00	0,230	0,419	163,055	7,2		73,295	12,859	
14.12.2019	00:30:00	0,234	0,418	166,179	7,1		68,202	12,857	
14.12.2019	00:45:00	0,232	0,423	166,352	7,1		74,247	12,860	
14.12.2019	01:00:00	0,231	0,258	101,101	7,1		71,781	12,858	
14.12.2019	01:15:00	0,230	0,170	66,257	7,1		72,847	12,857	
14.12.2019	01:30:00	0,233	0,354	140,156	7,0		73,781	12,859	
14.12.2019	01:45:00	0,229	0,345	133,840	7,0		99,312	12,840	
14.12.2019	02:00:00	0,230	0,320	124,535	6,9		83,083	12,848	
14.12.2019	02:15:00	0,231	0,335	131,075	6,9		71,194	12,853	
14.12.2019	02:30:00	0,233	0,269	106,532	6,9		75,479	12,855	
14.12.2019	02:45:00	0,228	0,319	123,020	6,8		99,881	12,841	
14.12.2019	03:00:00	0,230	0,213	83,024	6,8		86,169	12,852	
14.12.2019	03:15:00	0,232	0,268	105,631	6,8		74,014	12,850	
14.12.2019	03:30:00	0,230	0,414	161,435	6,8		104,417	12,848	
14.12.2019	03:45:00	0,231	0,331	129,477	6,8		75,468	12,853	
14.12.2019	04:00:00	0,234	0,327	129,943	6,8		90,693	12,846	
14.12.2019	04:15:00	0,226	0,300	114,640	6,7		82,225	12,847	
14.12.2019	04:30:00	0,228	0,290	111,820	6,7		93,166	12,848	
14.12.2019	04:45:00	0,228	0,326	125,766	6,7		78,450	12,841	
14.12.2019	05:00:00	0,230	0,319	124,161	6,7		73,999	12,834	
14.12.2019	05:15:00	0,231	0,285	111,625	6,7		93,600	12,838	
